file	text
ba41b98681d0.mp3	Begleitend bestehen Herzklopfen, Kopfdruck, unspezifische Schmerzen und verminderter Appetit.
ba44110639da.mp3	Ja, ein Ultraschall der Nieren und Harnwege ist eine sinnvolle erste Untersuchung.
ba542fb1cc86.mp3	Treten die Beschwerden nur bei festen Speisen oder auch bei Flüssigkeiten auf?
ba9717e1edc0.mp3	Bei Frauen im gebärfähigen Alter würde ich noch kurz fragen:
bc3fd2238581.mp3	Nehmen Sie andere Substanzen oder Drogen zu sich?
bcc56a0a9d16.mp3	Sie haben etwa drei Kilogramm abgenommen. Fieber oder andere akute Infektzeichen bestehen nicht.
bd8bdbe48e2c.mp3	Wie äußert sich die Reaktion?
bde89be8b0e4.mp3	Gibt es Medikamente, die mir kurzfristig beim Schlucken helfen könnten?
be4f4f0add5b.mp3	Hat sich Ihr Appetit verändert oder haben Sie ungewollt ab- oder zugenommen?
bf00d84e4b81.mp3	Zusätzlich haben Sie wechselnden Stuhlgang mit Schleim und Blut, Appetitlosigkeit und Müdigkeit.
c02356a464cc.mp3	Was könnte ich gegen die Schmerzen tun?
c0cfdb1c1101.mp3	Hat ein sehr starker Kopfschmerz plötzlich innerhalb von Sekunden eingesetzt?
c0fd73c09885.mp3	Die Beschwerden bestehen seit fünf Tagen.
c1222eafd21a.mp3	Muss ich mir Sorgen machen wegen der Blutungen?
c180cfbbf1c2.mp3	Muss ich ins Krankenhaus oder reicht eine Behandlung beim Hausarzt?
c2c78750e0d1.mp3	ein EKG schreiben
c465d7444c20.mp3	Bevor wir zu Ihren aktuellen Beschwerden kommen, möchte ich zunächst einige Angaben zu Ihrer Person erfragen.
c488df7f959e.mp3	Haben die Beschwerden im Verlauf zugenommen?
c4a2fd27e150.mp3	Wegen Ihrer Beschwerden bei Belastung müssen wir aber zunächst eine Herzerkrankung als Ursache ausschließen.
c5730f400966.mp3	Damit können wir prüfen, ob ein Knochenbruch oder eine Ausrenkung vorliegt.
c5db33626118.mp3	Das hängt vom Verlauf und vom Befund ab.
c63af80ef2e4.mp3	Ist der Husten trocken oder kommt Schleim mit hoch?
c7aa2bd6f323.mp3	Bei Ihren Beschwerden ist eine Röntgenuntersuchung sinnvoll.
c802b3ef32b7.mp3	Können Sie sicher stehen und gehen?
c8f15b2e0080.mp3	Das Kribbeln kann darauf hinweisen, dass ein Nerv gereizt wird.
c9cf14da651f.mp3	Können Sie ausreichend trinken?
ca51f686d03d.mp3	War Blut im Schleim dabei?
cbfc56c9f715.mp3	Gibt es bestimmte Auslöser, zum Beispiel Kälte, Stress oder Essen?
cd154c13f0c9.mp3	Begleitend bestehen Fieber, Kopf- und Gliederschmerzen, Nachtschweiß und verminderter Appetit.
cf3717cd17ef.mp3	Sicher sagen können wir das aber erst nach einer genaueren Abklärung.
d0064d79d26e.mp3	Begleitend bestehen Benommenheit, Konzentrationsprobleme und leichte dumpfe Kopfschmerzen.
d020b105e6e5.mp3	Wie lange dauert es ungefähr, bis ich wieder Handball spielen kann?
d099dfd1db0d.mp3	Sicher sagen können wir das aber erst nach der Untersuchung und weiteren Abklärungen
d21a492df840.mp3	Machen Ihnen Dinge weniger Freude als früher?
d2fa36256f31.mp3	eine neurologische Untersuchung durchführen
d34b8395da93.mp3	Rauchen erhöht das Risiko für verschiedene Erkrankungen.
d3cd1680996f.mp3	Waren Sie in der letzten Zeit im Ausland?
d3dcec88b91a.mp3	Denken Sie, dass ich Krebs haben könnte?
d484686f4ad9.mp3	Abgesehen von den bereits genannten Beschwerden: Haben Sie Fieber, Schüttelfrost oder Nachtschweiß bemerkt?
d48a5312d93a.mp3	Vor den Kopfschmerzen treten für 15 bis 30 Minuten Sehstörungen auf.
d4dd64e13c87.mp3	Wie unterscheidet man harmlosen Schwindel von gefährlichen Ursachen?
d58c603c6bc1.mp3	Gibt es Möglichkeiten, Darmkrebs frühzeitig sicher auszuschließen?
d5c3598e1fb9.mp3	Waren Sie deswegen bereits beim Arzt?
d8b98cf2b0a4.mp3	Haben Sie Brennen beim Wasserlassen?
d950c93237e9.mp3	Haben Sie Probleme, Wasser oder Stuhl zu halten?
d9855deca2a2.mp3	Sollte ich einen Test machen lassen? Wie sicher ist das Ergebnis?
d9a77b03c0b8.mp3	Wann darf ich wieder Sport treiben?
dcbf6285b1aa.mp3	Begleitend bestehen Übelkeit, Appetitlosigkeit und ein veränderter Stuhlgang.
ddffbad4293b.mp3	Müssen Sie häufiger oder dringender Wasser lassen?
df7d2270b666.mp3	Ist der schwarze Stuhl gefährlich?
e53e71f068a5.mp3	Könnte ich bleibende Schäden behalten?
e6c9c28fa268.mp3	Sicher sagen können wir das aber erst nach weiteren Untersuchungen, insbesondere einer Magenspiegelung.
e72af8680731.mp3	Muss ich jetzt operiert werden oder reicht da eine Tablette?
e7398e514f5f.mp3	Haben Sie Fieber oder Schüttelfrost?
e75958d6302e.mp3	Bleibt die Nahrung eher im Hals oder hinter dem Brustbein stecken?
e76d1997f217.mp3	Ist es riskant, wenn ich jetzt wieder arbeite oder Auto fahre?
e7ac72aa10fb.mp3	Wie viel und seit wann?
e8d0de28cc49.mp3	Nach der Untersuchung kann ich Ihnen genauer sagen, was Sie essen und trinken sollten.
ed4021288993.mp3	Könnte mein Schwindel ein Hinweis auf einen Hirntumor sein?
ed494e3dcf56.mp3	Gibt es Übungen oder Maßnahmen, die den Schwindel bessern können?
f0228860adb3.mp3	Falls sich etwas wiederholt, wundern Sie sich bitte nicht.
f0732b310a28.mp3	Sicher sagen können wir das aber erst nach der weiteren Abklärung und gegebenenfalls einem Test.
f1680309922f.mp3	Gibt es Auffälligkeiten beim Stuhlgang oder Wasserlassen?
f265c3b3667d.mp3	Deshalb ist zusätzlich eine körperliche und neurologische Untersuchung wichtig.
f45daab9943c.mp3	Kann man die Ursache auch durch ein Blutbild feststellen?
f53941bd2ad8.mp3	Das lässt sich im Moment noch nicht sicher vorhersagen.
f5c0fbd5798a.mp3	Haben Sie Ohrgeräusche oder eine Hörminderung bemerkt?
f67a24f70c49.mp3	Ja, Ihre Beschwerden könnten von den Nieren oder den Harnwegen kommen.
f680313602a4.mp3	Haben Sie Sodbrennen, saures Aufstoßen oder das Hochkommen von Nahrung bemerkt?
f7b1a03c12dd.mp3	Kann das ein Burn-out sein?
f7feee06fde9.mp3	Das hängt von der genauen Diagnose und vom Befund ab.
f8024d0d9bda.mp3	Ja, Ihre Beschwerden könnten zu einem Bandscheibenvorfall passen.
f8b41862eab6.mp3	Danach entscheiden wir, ob weitere Untersuchungen notwendig sind.
f9a9832a3d33.mp3	Haben Sie dabei Atemnot, Übelkeit oder kalten Schweiß bemerkt?
fa1129111be1.mp3	Sie berichten über einseitige, pochende Kopfschmerzattacken.
fa737fa8b2c0.mp3	Sie berichten über schwarzen, teerartigen Stuhl seit gestern.
fa97ddf94878.mp3	Könnte das ein Bandscheibenvorfall sein?
fb951c962bf5.mp3	Ja, bei Ihren Beschwerden ist eine Bildgebung der Lunge sinnvoll.
fb963dd9ae8f.mp3	Abschließend würde ich gerne kurz auf Ihre soziale Situation eingehen.
fb990d01fde4.mp3	Könnte etwas Ernsthaftes hinter meinen Beschwerden stecken?
fbf7f3e95ea5.mp3	Sind Sie verheiratet oder leben Sie in einer Partnerschaft?
fc06f09da8db.mp3	Kann meine Hausstauballergie der Grund für den Husten sein?
fcade5677e5f.mp3	Wie lange, hängt vom Befund und Ihrer Tätigkeit ab.
fce57c3eb679.mp3	Denken Sie, dass ich eine ernste Krankheit haben könnte?
fd69b62c9523.mp3	Schwarzer, teerartiger Stuhl kann auf eine Blutung im oberen Verdauungstrakt hinweisen.
fd9606bf3019.mp3	Husten, Schnupfen, Atemnot, Erbrechen oder Durchfall bestehen nicht.
fec67cce18c0.mp3	Ihre Beschwerden können verschiedene Ursachen haben.
