key	start_s	end_s	text
aa99f0b7dff4	1170.216	1175.496	Wie lange könnte es dauern, bis ich wieder fitter bin und weniger Atemprobleme habe?
ab93d3adbb7c	1175.496	1179.936	Sie berichten über trockenen Husten und Brustenge seit mehreren Wochen.
ab972c9e739c	1179.936	1182.24	Wann darf ich wieder joggen gehen?
ac3b1e1f581f	1182.24	1186.56	Danach können wir besser einschätzen, wie viel Bewegung sinnvoll ist.
ac75f1e6ee61	1186.56	1189.488	Was verstärkt oder lindert die Schmerzen?
acdd69ef965b	1189.488	1193.304	Die Beschwerden bestehen seit vier Tagen und nehmen zu.
acf858029ec6	1193.304	1196.472	Muss ich mir Sorgen machen, dass sich das verschlimmert?
ad2de78f480e	1196.472	1201.248	Eine neu aufgetretene ausgeprägte Müdigkeit sollte abgeklärt werden.
adca5bbb2776	1201.248	1202.976	Kennen Sie die Dosierung?
add8a2b467e4	1202.976	1208.136	Die Beschwerden bestehen seit dem Heben eines schweren Gegenstands vor zwei Wochen.
af665168e4f5	1208.136	1211.808	Sollte ich mir Sorgen wegen des Blutes im Auswurf machen?
afb9b37f185b	1211.808	1215.936	Wann sollte ich mich wieder vorstellen, falls es nicht besser wird?
b061da502828	1215.936	1218.312	Wo genau spüren Sie die Schmerzen?
b0d4847c49c3	1218.312	1219.128	Ja.
b10abefbd625	1219.128	1224.552	Deshalb würde ich die Kraft, das Gefühl und die Reflexe in Ihrem Bein untersuchen.
b2db43ff1e67	1224.552	1229.616	Die Beschwerden treten seit drei Monaten wiederholt bei körperlicher Belastung auf.
b34593b74afe	1229.616	1233.12	Ist Ihr Bauch ungewöhnlich hart oder druckempfindlich?
b394cea15ecc	1233.12	1236.672	Soll ich für die nächsten Tage krankgeschrieben werden?
b426cbe17e85	1236.672	1242.984	Bevor ich weitere Fragen stelle, möchte ich kurz zusammenfassen, was ich bisher verstanden habe.
b444d60b2ac6	1242.984	1249.2	Bis wir die Ursache der Beschwerden geklärt haben, sollten Sie starke körperliche Belastungen vermeiden.
b4a60731e953	1249.2	1252.248	Blut im Stuhl oder Erbrechen bestehen nicht.
b554323e7a94	1252.248	1256.76	Das ist möglich, aber das können wir im Moment noch nicht sicher sagen.
b6cb4c264aad	1256.76	1259.544	Welche Untersuchungen werden durchgeführt?
b6ec7b697521	1259.544	1263.6	Sie berichten über zunehmende Schluckbeschwerden seit sechs Wochen.
b7105c3e6f42	1263.6	1266.36	Sind Sie licht- oder geräuschempfindlich?
b8005e8a5e2b	1266.36	1269.864	Wie stark beeinträchtigt Sie die Erschöpfung im Alltag?
b85c8280f56b	1269.864	1274.136	Sie sollten in Bewegung bleiben, soweit es die Schmerzen zulassen.
ba215a2a401b	1274.136	1277.208	Hatten Sie Kontakt zu erkrankten Personen?
ba41b98681d0	1277.208	1283.856	Begleitend bestehen Herzklopfen, Kopfdruck, unspezifische Schmerzen und verminderter Appetit.
ba44110639da	1283.856	1289.16	Ja, ein Ultraschall der Nieren und Harnwege ist eine sinnvolle erste Untersuchung.
ba542fb1cc86	1289.16	1294.344	Treten die Beschwerden nur bei festen Speisen oder auch bei Flüssigkeiten auf?
ba9717e1edc0	1294.344	1298.376	Bei Frauen im gebärfähigen Alter würde ich noch kurz fragen:
bc3fd2238581	1298.376	1301.952	Nehmen Sie andere Substanzen oder Drogen zu sich?
bcc56a0a9d16	1301.952	1308.552	Sie haben etwa drei Kilogramm abgenommen. Fieber oder andere akute Infektzeichen bestehen nicht.
bd8bdbe48e2c	1308.552	1310.856	Wie äußert sich die Reaktion?
bde89be8b0e4	1310.856	1315.656	Gibt es Medikamente, die mir kurzfristig beim Schlucken helfen könnten?
be4f4f0add5b	1315.656	1320.624	Hat sich Ihr Appetit verändert oder haben Sie ungewollt ab- oder zugenommen?
bf00d84e4b81	1320.624	1327.032	Zusätzlich haben Sie wechselnden Stuhlgang mit Schleim und Blut, Appetitlosigkeit und Müdigkeit.
c02356a464cc	1327.032	1329.864	Was könnte ich gegen die Schmerzen tun?
c0cfdb1c1101	1329.864	1334.976	Hat ein sehr starker Kopfschmerz plötzlich innerhalb von Sekunden eingesetzt?
c0fd73c09885	1334.976	1337.76	Die Beschwerden bestehen seit fünf Tagen.
c1222eafd21a	1337.76	1340.592	Muss ich mir Sorgen machen wegen der Blutungen?
c180cfbbf1c2	1340.592	1344.984	Muss ich ins Krankenhaus oder reicht eine Behandlung beim Hausarzt?
c2c78750e0d1	1344.984	1346.736	ein EKG schreiben
c465d7444c20	1346.736	1353.744	Bevor wir zu Ihren aktuellen Beschwerden kommen, möchte ich zunächst einige Angaben zu Ihrer Person erfragen.
c488df7f959e	1353.744	1356.648	Haben die Beschwerden im Verlauf zugenommen?
c4a2fd27e150	1356.648	1363.128	Wegen Ihrer Beschwerden bei Belastung müssen wir aber zunächst eine Herzerkrankung als Ursache ausschließen.
c5730f400966	1363.128	1368.24	Damit können wir prüfen, ob ein Knochenbruch oder eine Ausrenkung vorliegt.
c5db33626118	1368.24	1371.288	Das hängt vom Verlauf und vom Befund ab.
c63af80ef2e4	1371.288	1374.936	Ist der Husten trocken oder kommt Schleim mit hoch?
c7aa2bd6f323	1374.936	1378.512	Bei Ihren Beschwerden ist eine Röntgenuntersuchung sinnvoll.
c802b3ef32b7	1378.512	1381.032	Können Sie sicher stehen und gehen?
c8f15b2e0080	1381.032	1385.232	Das Kribbeln kann darauf hinweisen, dass ein Nerv gereizt wird.
c9cf14da651f	1385.232	1387.56	Können Sie ausreichend trinken?
ca51f686d03d	1387.56	1389.624	War Blut im Schleim dabei?
cbfc56c9f715	1389.624	1394.52	Gibt es bestimmte Auslöser, zum Beispiel Kälte, Stress oder Essen?
cd154c13f0c9	1394.52	1400.64	Begleitend bestehen Fieber, Kopf- und Gliederschmerzen, Nachtschweiß und verminderter Appetit.
cf3717cd17ef	1400.64	1405.248	Sicher sagen können wir das aber erst nach einer genaueren Abklärung.
d0064d79d26e	1405.248	1411.224	Begleitend bestehen Benommenheit, Konzentrationsprobleme und leichte dumpfe Kopfschmerzen.
d020b105e6e5	1411.224	1415.352	Wie lange dauert es ungefähr, bis ich wieder Handball spielen kann?
d099dfd1db0d	1415.352	1420.992	Sicher sagen können wir das aber erst nach der Untersuchung und weiteren Abklärungen
d21a492df840	1420.992	1423.944	Machen Ihnen Dinge weniger Freude als früher?
d2fa36256f31	1423.944	1426.752	eine neurologische Untersuchung durchführen
d34b8395da93	1426.752	1430.496	Rauchen erhöht das Risiko für verschiedene Erkrankungen.
d3cd1680996f	1430.496	1433.472	Waren Sie in der letzten Zeit im Ausland?
d3dcec88b91a	1433.472	1436.352	Denken Sie, dass ich Krebs haben könnte?
d484686f4ad9	1436.352	1443.264	Abgesehen von den bereits genannten Beschwerden: Haben Sie Fieber, Schüttelfrost oder Nachtschweiß bemerkt?
d48a5312d93a	1443.264	1448.736	Vor den Kopfschmerzen treten für 15 bis 30 Minuten Sehstörungen auf.
d4dd64e13c87	1448.736	1452.816	Wie unterscheidet man harmlosen Schwindel von gefährlichen Ursachen?
d58c603c6bc1	1452.816	1457.616	Gibt es Möglichkeiten, Darmkrebs frühzeitig sicher auszuschließen?
d5c3598e1fb9	1457.616	1460.424	Waren Sie deswegen bereits beim Arzt?
d8b98cf2b0a4	1460.424	1462.632	Haben Sie Brennen beim Wasserlassen?
d950c93237e9	1462.632	1466.16	Haben Sie Probleme, Wasser oder Stuhl zu halten?
d9855deca2a2	1466.16	1470.336	Sollte ich einen Test machen lassen? Wie sicher ist das Ergebnis?
d9a77b03c0b8	1470.336	1472.808	Wann darf ich wieder Sport treiben?
dcbf6285b1aa	1472.808	1477.944	Begleitend bestehen Übelkeit, Appetitlosigkeit und ein veränderter Stuhlgang.
ddffbad4293b	1477.944	1481.088	Müssen Sie häufiger oder dringender Wasser lassen?
df7d2270b666	1481.088	1483.44	Ist der schwarze Stuhl gefährlich?
e53e71f068a5	1483.44	1485.936	Könnte ich bleibende Schäden behalten?
e6c9c28fa268	1485.936	1492.608	Sicher sagen können wir das aber erst nach weiteren Untersuchungen, insbesondere einer Magenspiegelung.
e72af8680731	1492.608	1496.424	Muss ich jetzt operiert werden oder reicht da eine Tablette?
e7398e514f5f	1496.424	1498.944	Haben Sie Fieber oder Schüttelfrost?
e75958d6302e	1498.944	1503.384	Bleibt die Nahrung eher im Hals oder hinter dem Brustbein stecken?
e76d1997f217	1503.384	1507.752	Ist es riskant, wenn ich jetzt wieder arbeite oder Auto fahre?
e7ac72aa10fb	1507.752	1509.696	Wie viel und seit wann?
e8d0de28cc49	1509.696	1515.144	Nach der Untersuchung kann ich Ihnen genauer sagen, was Sie essen und trinken sollten.
ed4021288993	1515.144	1518.864	Könnte mein Schwindel ein Hinweis auf einen Hirntumor sein?
ed494e3dcf56	1518.864	1523.088	Gibt es Übungen oder Maßnahmen, die den Schwindel bessern können?
f0228860adb3	1523.088	1526.928	Falls sich etwas wiederholt, wundern Sie sich bitte nicht.
f0732b310a28	1526.928	1533.24	Sicher sagen können wir das aber erst nach der weiteren Abklärung und gegebenenfalls einem Test.
f1680309922f	1533.24	1537.08	Gibt es Auffälligkeiten beim Stuhlgang oder Wasserlassen?
f265c3b3667d	1537.08	1542.144	Deshalb ist zusätzlich eine körperliche und neurologische Untersuchung wichtig.
f45daab9943c	1542.144	1545.648	Kann man die Ursache auch durch ein Blutbild feststellen?
f53941bd2ad8	1545.648	1549.2	Das lässt sich im Moment noch nicht sicher vorhersagen.
f5c0fbd5798a	1549.2	1552.776	Haben Sie Ohrgeräusche oder eine Hörminderung bemerkt?
f67a24f70c49	1552.776	1557.576	Ja, Ihre Beschwerden könnten von den Nieren oder den Harnwegen kommen.
f680313602a4	1557.576	1563.0	Haben Sie Sodbrennen, saures Aufstoßen oder das Hochkommen von Nahrung bemerkt?
f7b1a03c12dd	1563.0	1564.992	Kann das ein Burn-out sein?
f7feee06fde9	1564.992	1568.736	Das hängt von der genauen Diagnose und vom Befund ab.
f8024d0d9bda	1568.736	1573.056	Ja, Ihre Beschwerden könnten zu einem Bandscheibenvorfall passen.
f8b41862eab6	1573.056	1577.304	Danach entscheiden wir, ob weitere Untersuchungen notwendig sind.
f9a9832a3d33	1577.304	1581.864	Haben Sie dabei Atemnot, Übelkeit oder kalten Schweiß bemerkt?
fa1129111be1	1581.864	1586.04	Sie berichten über einseitige, pochende Kopfschmerzattacken.
fa737fa8b2c0	1586.04	1590.24	Sie berichten über schwarzen, teerartigen Stuhl seit gestern.
fa97ddf94878	1590.24	1592.832	Könnte das ein Bandscheibenvorfall sein?
fb951c962bf5	1592.832	1596.936	Ja, bei Ihren Beschwerden ist eine Bildgebung der Lunge sinnvoll.
fb963dd9ae8f	1596.936	1601.88	Abschließend würde ich gerne kurz auf Ihre soziale Situation eingehen.
fb990d01fde4	1601.88	1605.792	Könnte etwas Ernsthaftes hinter meinen Beschwerden stecken?
fbf7f3e95ea5	1605.792	1609.56	Sind Sie verheiratet oder leben Sie in einer Partnerschaft?
fc06f09da8db	1609.56	1613.16	Kann meine Hausstauballergie der Grund für den Husten sein?
fcade5677e5f	1613.16	1616.904	Wie lange, hängt vom Befund und Ihrer Tätigkeit ab.
fce57c3eb679	1616.904	1620.576	Denken Sie, dass ich eine ernste Krankheit haben könnte?
fd69b62c9523	1620.576	1626.312	Schwarzer, teerartiger Stuhl kann auf eine Blutung im oberen Verdauungstrakt hinweisen.
fd9606bf3019	1626.312	1631.136	Husten, Schnupfen, Atemnot, Erbrechen oder Durchfall bestehen nicht.
fec67cce18c0	1631.136	1634.352	Ihre Beschwerden können verschiedene Ursachen haben.
